Nom gare;Code Gare;Type jour;Year;Date de comptage;Ligne;Tranche horaire;Montants
LA DEFENSE GRANDE ARCHE;87758011;Dimanche;2016.0;2016-03-13;L;Après 20h;2096
LA CELLE SAINT-CLOUD;87382432;Dimanche;2016.0;2016-03-13;L;Avant 6h;14
L'ETANG LA VILLE;87382473;Dimanche;2016.0;2016-03-13;L;De 10h à 16h;111
NOISY LE ROI;87393876;Samedi;2016.0;2016-03-12;L;De 10h à 16h;111
LE VAL D'OR;87382366;Dimanche;2016.0;2016-03-13;L;De 6h à 10h;119
MARLY LE ROI;87382465;Samedi;2016.0;2016-03-12;L;Avant 6h;19
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2014.0;2014-05-18;L;De 10h à 16h;348
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2014.0;2014-05-18;L;Après 20h;138
CLICHY LEVALLOIS;87381129;Dimanche;2014.0;2014-05-18;L;De 10h à 16h;1282
CLICHY LEVALLOIS;87381129;Dimanche;2016.0;2016-03-13;L;De 6h à 10h;186
CLICHY LEVALLOIS;87381129;Dimanche;2016.0;2016-03-13;L;Après 20h;102
CLICHY LEVALLOIS;87381129;Dimanche;2014.0;2014-05-18;L;Après 20h;433
PONT CARDINET;87381111;Samedi;2014.0;2014-05-17;L;De 16h à 20h;761
BOUGIVAL;87382440;Dimanche;2016.0;2016-03-13;L;De 10h à 16h;152
BOUGIVAL;87382440;Dimanche;2016.0;2016-03-13;L;Avant 6h;3
LES ESSARTS LE ROI;87393280;Samedi;2018.0;2018-10-20;N;De 10h à 16h;255
GARANCIERES LA QUEUE;87393439;Samedi;2018.0;2018-10-20;N;Après 20h;13
MANTES LA JOLIE;87381509;Samedi;2018.0;2018-10-20;N;De 16h à 20h;132
MARCHEZAIS BROUE;87393470;Samedi;2018.0;2018-10-20;N;De 6h à 10h;5
MEUDON;87393108;Samedi;2018.0;2018-10-20;N;De 10h à 16h;554
HOUDAN;87393462;Samedi;2018.0;2018-10-20;N;De 16h à 20h;178
DREUX;87393488;Samedi;2018.0;2018-10-20;N;De 6h à 10h;203
MEUDON;87393108;Samedi;2018.0;2018-10-20;N;Avant 6h;5
VILLEPREUX LES CLAYES;87393413;Samedi;2018.0;2018-10-20;N;De 10h à 16h;635
VIROFLAY RIVE GAUCHE;87393215;Samedi;2018.0;2018-10-20;N;De 6h à 10h;388
VERSAILLES CHANTIERS;87393009;Samedi;2018.0;2018-10-20;N;De 6h à 10h;1088
ASNIERES SUR SEINE;87381137;Dimanche;2016.0;2016-03-13;L;De 10h à 16h;1059
ASNIERES SUR SEINE;87381137;Dimanche;2014.0;2014-05-18;L;De 16h à 20h;997
BECON LES BRUYERES;87382002;Dimanche;2014.0;2014-05-18;L;De 10h à 16h;1155
BECON LES BRUYERES;87382002;Dimanche;2014.0;2014-05-18;L;De 16h à 20h;843
BECON LES BRUYERES;87382002;Dimanche;2014.0;2014-05-18;L;De 6h à 10h;234
VIROFLAY RIVE GAUCHE;87393215;Samedi;2018.0;2018-10-20;N;Après 20h;415
BECON LES BRUYERES;87382002;Dimanche;2016.0;2016-03-13;L;Avant 6h;10
VILLEPREUX LES CLAYES;87393413;JOB;2018.0;2018-10-16;N;De 10h à 16h;583
VILLEPREUX LES CLAYES;87393413;JOB;2018.0;2018-10-16;N;Avant 6h;64
VERSAILLES CHANTIERS;87393009;JOB;2018.0;2018-10-18;N;Après 20h;119
COIGNIERES;87393272;Samedi;2018.0;2018-10-20;N;De 6h à 10h;76
BELLEVUE;87393116;Samedi;2018.0;2018-10-20;N;De 10h à 16h;497
CLAMART;87391565;Samedi;2018.0;2018-10-20;N;De 10h à 16h;1125
DREUX;87393488;Samedi;2018.0;2018-10-20;N;De 10h à 16h;322
BELLEVUE;87393116;Samedi;2018.0;2018-10-20;N;Après 20h;210
TRAPPES;87393835;JOB;2018.0;2018-10-18;N;Après 20h;18
MONTFORT L'AMAURY MERE;87393892;JOB;2018.0;2018-10-16;N;De 6h à 10h;796
MAREIL SUR MAULDRE;87381715;JOB;2018.0;2018-10-16;N;De 10h à 16h;25
MAREIL SUR MAULDRE;87381715;JOB;2018.0;2018-10-16;N;Après 20h;3
MARCHEZAIS BROUE;87393470;JOB;2018.0;2018-10-16;N;Après 20h;12
NEZEL AULNAY;87381731;JOB;2018.0;2018-10-16;N;De 16h à 20h;21
MEUDON;87393108;JOB;2018.0;2018-10-16;N;De 6h à 10h;814
MEUDON;87393108;JOB;2018.0;2018-10-16;N;Après 20h;74
MAULE;87381723;JOB;2018.0;2018-10-16;N;Après 20h;14
PARIS MONTPARNASSE;87391003;Dimanche;2018.0;2018-10-14;N;De 6h à 10h;1619
VERSAILLES CHANTIERS;87393009;Dimanche;2018.0;2018-10-14;N;Après 20h;1141
PLAISIR GRIGNON;87393421;Dimanche;2018.0;2018-10-14;N;De 16h à 20h;546
PLAISIR GRIGNON;87393421;Dimanche;2018.0;2018-10-14;N;Après 20h;194
SAINT-CYR;87393223;Dimanche;2018.0;2018-10-14;N;De 16h à 20h;468
SAINT-CYR;87393223;Dimanche;2018.0;2018-10-14;N;De 10h à 16h;712
SAINT-CYR;87393223;Dimanche;2018.0;2018-10-14;N;De 6h à 10h;250
CLAMART;87391565;Samedi;2018.0;2018-10-20;N;De 16h à 20h;638
TRAPPES;87393835;Dimanche;2018.0;2018-10-14;N;Après 20h;123
NOGENT L'ARTAUD CHARLY;87116566;Samedi;2015.0;2015-03-28;P;De 16h à 20h;35
SAINT-REMY LA VANNE;87116376;Samedi;2015.0;2015-03-28;P;De 6h à 10h;4
NOGENT L'ARTAUD CHARLY;87116566;Samedi;2015.0;2015-03-28;P;Après 20h;26
VERNEUIL L'ETANG;87116079;Samedi;2015.0;2015-03-28;P;De 6h à 10h;155
VILLIERS MONTBARBIN;87116749;Samedi;2015.0;2015-03-28;P;Après 20h;2
NANTEUIL SAACY;87116558;Samedi;2015.0;2015-03-28;P;De 16h à 20h;83
NANTEUIL SAACY;87116558;Samedi;2015.0;2015-03-28;P;De 6h à 10h;126
SAINT-SIMEON;87116368;Samedi;2015.0;2015-03-28;P;De 6h à 10h;0
PARIS EST;87113001;Samedi;2015.0;2015-03-28;P;De 10h à 16h;5709
CHAILLY BOISSY LECHATEL;87116343;Samedi;2015.0;2015-03-28;P;De 16h à 20h;1
CHAILLY BOISSY LECHATEL;87116343;Samedi;2015.0;2015-03-28;P;De 10h à 16h;2
CHAILLY BOISSY LECHATEL;87116343;Samedi;2015.0;2015-03-28;P;Après 20h;0
CHAMPBENOIST POIGNY;87115873;Samedi;2015.0;2015-03-28;P;De 16h à 20h;55
CHAMPBENOIST POIGNY;87115873;Samedi;2015.0;2015-03-28;P;De 10h à 16h;95
CHAMPBENOIST POIGNY;87115873;Samedi;2015.0;2015-03-28;P;De 6h à 10h;45
VAIRES TORCY;87116293;JOB;2015.0;2015-03-31;P;Après 20h;119
TRILPORT;87116491;JOB;2015.0;2015-03-31;P;De 10h à 16h;281
TRILPORT;87116491;JOB;2015.0;2015-03-31;P;Avant 6h;99
MELUN;87682005;Dimanche;2015.0;2015-11-08;D;De 10h à 16h;1367
LOUVRES;87276253;Dimanche;2015.0;2015-11-08;D;Avant 6h;9
SAINT-FARGEAU;87682542;Dimanche;2015.0;2015-11-08;D;De 6h à 10h;7
BRUNOY;87682120;Dimanche;2015.0;2015-11-08;D;De 6h à 10h;439
BRUNOY;87682120;Dimanche;2015.0;2015-11-08;D;Après 20h;199
STADE DE FRANCE SAINT-DENIS;87164780;Dimanche;2015.0;2015-11-08;D;De 16h à 20h;898
MAISONS-ALFORT ALFORTVILLE;87681155;JOB;2015.0;2015-11-03;D;De 16h à 20h;6100
MAISONS-ALFORT ALFORTVILLE;87681155;JOB;2015.0;2015-11-03;D;De 6h à 10h;10343
SAVIGNY LE TEMPLE NANDY;87682187;Dimanche;2015.0;2015-11-08;D;Après 20h;273
MAISONS-ALFORT ALFORTVILLE;87681155;JOB;2015.0;2015-11-03;D;Après 20h;1177
LE COUDRAY MONTCEAUX;87681635;JOB;2015.0;2015-11-03;D;De 16h à 20h;33
LE CHENAY GAGNY;87113522;Samedi;2016.0;2016-10-01;E;De 6h à 10h;782
VIRY CHATILLON;87681312;Samedi;2015.0;2015-11-07;D;Après 20h;188
LIEUSAINT MOISSY;87682153;JOB;2015.0;2015-11-03;D;Avant 6h;425
LOUVRES;87276253;JOB;2015.0;2015-11-03;D;De 10h à 16h;688
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Samedi;2016.0;2016-10-01;E;Après 20h;980
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Samedi;2016.0;2016-10-01;E;Avant 6h;266
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016.0;2016-10-01;E;De 16h à 20h;797
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016.0;2016-10-01;E;Après 20h;324
LES YVRIS NOISY LE GRAND;87113803;Samedi;2016.0;2016-10-01;E;De 6h à 10h;97
HAUSSMANN SAINT-LAZARE;87281899;Samedi;2016.0;2016-10-01;E;De 10h à 16h;15048
LES BOULLEREAUX CHAMPIGNY;87113779;Samedi;2016.0;2016-10-01;E;Avant 6h;58
HAUSSMANN SAINT-LAZARE;87281899;Samedi;2016.0;2016-10-01;E;Avant 6h;234
GAGNY;87113514;Samedi;2016.0;2016-10-01;E;De 6h à 10h;955
GAGNY;87113514;Samedi;2016.0;2016-10-01;E;Avant 6h;83
ORRY LA VILLE COYE LA FORET;87276279;Samedi;2015.0;2015-11-07;D;De 6h à 10h;47
EVRY COURCOURONNES CENTRE;87681387;JOB;2015.0;2015-11-03;D;De 6h à 10h;4611
LA BORNE BLANCHE;87276287;JOB;2015.0;2015-11-03;D;De 16h à 20h;19
BOISSISE LE ROI;87682518;JOB;2015.0;2015-11-03;D;Avant 6h;3
BOIGNEVILLE;87684407;JOB;2015.0;2015-11-03;D;De 16h à 20h;29
BOIGNEVILLE;87684407;JOB;2015.0;2015-11-03;D;De 10h à 16h;13
YERRES;87682112;Dimanche;2015.0;2015-11-08;D;De 6h à 10h;315
GRIGNY CENTRE;87681379;JOB;2015.0;2015-11-03;D;Avant 6h;410
YERRES;87682112;Dimanche;2015.0;2015-11-08;D;Après 20h;150
BOIGNEVILLE;87684407;JOB;2015.0;2015-11-03;D;Avant 6h;9
ROSNY BOIS PERRIER;87113696;Samedi;2016.0;2016-10-01;E;De 10h à 16h;3100
NOGENT LE PERREUX;87113746;Samedi;2016.0;2016-10-01;E;De 16h à 20h;1190
OZOIR LA FERRIERE;87116020;Samedi;2016.0;2016-10-01;E;De 6h à 10h;358
ROSNY SOUS BOIS;87113704;Samedi;2016.0;2016-10-01;E;De 16h à 20h;1521
OZOIR LA FERRIERE;87116020;Samedi;2016.0;2016-10-01;E;Après 20h;137
NOISY LE SEC;87113217;Samedi;2016.0;2016-10-01;E;De 16h à 20h;5622
ROISSY EN BRIE;87116038;Samedi;2016.0;2016-10-01;E;Après 20h;235
PANTIN;87113209;Samedi;2016.0;2016-10-01;E;De 16h à 20h;2634
PANTIN;87113209;Samedi;2016.0;2016-10-01;E;De 10h à 16h;2640
PANTIN;87113209;Samedi;2016.0;2016-10-01;E;Avant 6h;190
ROSNY BOIS PERRIER;87113696;JOB;2016.0;2016-10-04;E;De 6h à 10h;3158
CHELLES GOURNAY;87116111;Samedi;2016.0;2016-10-01;E;De 16h à 20h;1410
CHELLES GOURNAY;87116111;Samedi;2016.0;2016-10-01;E;De 10h à 16h;2155
ROSNY BOIS PERRIER;87113696;JOB;2016.0;2016-10-04;E;Avant 6h;115
VAL DE FONTENAY;87113712;JOB;2016.0;2016-10-04;E;Avant 6h;155
PANTIN;87113209;JOB;2016.0;2016-10-04;E;Après 20h;1314
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Dimanche;2015.0;2015-11-08;D;De 10h à 16h;3719
VILLENEUVE TRIAGE;87681809;Dimanche;2015.0;2015-11-08;D;De 16h à 20h;332
VIGNEUX SUR SEINE;87681304;Dimanche;2015.0;2015-11-08;D;Avant 6h;87
LIEUSAINT MOISSY;87682153;JOB;2015.0;2015-11-03;D;De 10h à 16h;1878
LIEUSAINT MOISSY;87682153;JOB;2015.0;2015-11-03;D;De 16h à 20h;2600
LE VERT DE MAISONS;87681247;JOB;2015.0;2015-11-03;D;Avant 6h;163
VIRY CHATILLON;87681312;Dimanche;2015.0;2015-11-08;D;Avant 6h;47
VILLABE;87681619;Dimanche;2015.0;2015-11-08;D;De 16h à 20h;54
VILLABE;87681619;Dimanche;2015.0;2015-11-08;D;De 10h à 16h;65
VOSVES;87682500;Dimanche;2015.0;2015-11-08;D;Après 20h;1
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Dimanche;2016.0;2016-10-02;E;De 16h à 20h;1938
LES BOULLEREAUX CHAMPIGNY;87113779;JOB;2016.0;2016-10-04;E;De 6h à 10h;2383
HAUSSMANN SAINT-LAZARE;87281899;Dimanche;2016.0;2016-10-02;E;Avant 6h;123
HAUSSMANN SAINT-LAZARE;87281899;JOB;2016.0;2016-10-04;E;Après 20h;10651
OZOIR LA FERRIERE;87116020;JOB;2016.0;2016-10-04;E;Avant 6h;90
LE CHENAY GAGNY;87113522;JOB;2016.0;2016-10-04;E;Après 20h;200
GAGNY;87113514;JOB;2016.0;2016-10-04;E;De 10h à 16h;1755
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Samedi;2018.0;2018-10-13;H;De 10h à 16h;1094
CHAMP DE COURSES D'ENGHIEN;87276030;Dimanche;2018.0;2018-10-14;H;Après 20h;179
CHAMPAGNE SUR OISE;87276519;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;42
ENGHIEN LES BAINS;87276022;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;660
DEUIL MONTMAGNY;87276345;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;616
EPINAY VILLETANEUSE;87271122;Samedi;2018.0;2018-10-13;H;Après 20h;1208
ERMONT HALTE;87276584;Samedi;2018.0;2018-10-13;H;De 16h à 20h;187
CHAPONVAL;87276162;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;19
MERIEL;87276675;Samedi;2018.0;2018-10-13;H;De 10h à 16h;129
LUZARCHES;87276576;Samedi;2018.0;2018-10-13;H;Avant 6h;5
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;758
CHAMP DE COURSES D'ENGHIEN;87276030;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;689
BELLOY SAINT-MARTIN;87276550;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;38
AUVERS SUR OISE;87276543;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;69
EPINAY VILLETANEUSE;87271122;Dimanche;2018.0;2018-10-14;H;Avant 6h;178
DEUIL MONTMAGNY;87276345;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;377
BORAN SUR OISE;87276444;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;9
AUVERS SUR OISE;87276543;Dimanche;2018.0;2018-10-14;H;Après 20h;8
BORAN SUR OISE;87276444;Dimanche;2018.0;2018-10-14;H;Après 20h;0
BESSANCOURT;87276642;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;81
AUBERGENVILLE ELISABETHVILLE;87386730;JOB;2016.0;2016-11-22;J;De 10h à 16h;594
VILLENNES SUR SEINE;87386649;Dimanche;2016.0;2016-11-20;J;De 10h à 16h;182
ASNIERES SUR SEINE;87381137;JOB;2018.0;2018-10-11;J;De 10h à 16h;2233
VAUX SUR SEINE;87381814;Dimanche;2016.0;2016-11-20;J;De 16h à 20h;78
VAL D'ARGENTEUIL;87381798;Dimanche;2016.0;2016-11-20;J;De 6h à 10h;867
TRIE CHATEAU;87381236;Dimanche;2016.0;2016-11-20;J;De 16h à 20h;42
VAL D'ARGENTEUIL;87381798;Dimanche;2016.0;2016-11-20;J;Après 20h;244
ARGENTEUIL;87381848;JOB;2018.0;2018-10-11;J;De 10h à 16h;2830
ARGENTEUIL;87381848;JOB;2018.0;2018-10-11;J;De 6h à 10h;3397
ANDRESY;87381491;JOB;2018.0;2018-01-23;J;De 6h à 10h;434
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Dimanche;2016.0;2016-11-20;J;De 10h à 16h;150
MONTGEROULT COURCELLES;87381160;Dimanche;2016.0;2016-11-20;J;De 10h à 16h;7
SEVRES RIVE GAUCHE;87393124;JOB;2018.0;2018-10-16;N;De 10h à 16h;382
NEZEL AULNAY;87381731;JOB;2018.0;2018-10-16;N;De 10h à 16h;27
PLAISIR GRIGNON;87393421;JOB;2018.0;2018-10-16;N;Avant 6h;55
SAINT-CYR;87393223;JOB;2018.0;2018-10-18;N;De 16h à 20h;561
SAINT-CYR;87393223;JOB;2018.0;2018-10-18;N;Après 20h;48
MEUDON;87393108;JOB;2018.0;2018-10-16;N;De 16h à 20h;617
SURESNES MONT VALERIEN;87382374;Dimanche;2016.0;2016-03-13;L;De 16h à 20h;301
SURESNES MONT VALERIEN;87382374;Dimanche;2016.0;2016-03-13;L;De 6h à 10h;109
VIROFLAY RIVE DROITE;87382887;Dimanche;2016.0;2016-03-13;L;De 16h à 20h;192
VERSAILLES RIVE DROITE;87382861;Dimanche;2016.0;2016-03-13;L;Après 20h;265
VERSAILLES RIVE DROITE;87382861;Dimanche;2016.0;2016-03-13;L;Avant 6h;18
SEVRES VILLE D'AVRAY;87382341;JOB;2016.0;2016-03-17;L;De 10h à 16h;300
SEVRES VILLE D'AVRAY;87382341;Dimanche;2016.0;2016-03-13;L;Avant 6h;5
SARTROUVILLE;87386417;Dimanche;2014.0;2014-05-18;L;De 6h à 10h;91
ASNIERES SUR SEINE;87381137;JOB;2016.0;2016-03-15;L;Avant 6h;22
VAUCRESSON;87382267;Dimanche;2016.0;2016-03-13;L;Avant 6h;4
VILLIERS NEAUPHLE PONTCHARTRAIN;87393884;JOB;2018.0;2018-10-16;N;De 10h à 16h;248
VILLIERS NEAUPHLE PONTCHARTRAIN;87393884;JOB;2018.0;2018-10-16;N;De 6h à 10h;961
CHAVILLE RIVE GAUCHE;87393207;Samedi;2018.0;2018-10-20;N;De 10h à 16h;499
VERSAILLES CHANTIERS;87393009;JOB;2018.0;2018-10-16;N;Après 20h;1425
VIROFLAY RIVE GAUCHE;87393215;JOB;2018.0;2018-10-16;N;Avant 6h;20
EPONE MEZIERES;87386763;Samedi;2018.0;2018-10-20;N;De 6h à 10h;39
VERSAILLES CHANTIERS;87393009;JOB;2018.0;2018-10-16;N;Avant 6h;26
CLAMART;87391565;Samedi;2018.0;2018-10-20;N;De 6h à 10h;371
COIGNIERES;87393272;Samedi;2018.0;2018-10-20;N;Avant 6h;5
LE PERRAY;87393298;Samedi;2018.0;2018-10-20;N;Avant 6h;13
ASNIERES SUR SEINE;87381137;JOB;2016.0;2016-03-15;L;De 10h à 16h;820
ASNIERES SUR SEINE;87381137;JOB;2018.0;2018-03-27;L;De 6h à 10h;4302
BECON LES BRUYERES;87382002;JOB;2016.0;2016-03-15;L;De 6h à 10h;3570
BECON LES BRUYERES;87382002;JOB;2018.0;2018-03-27;L;De 6h à 10h;3471
CERGY PREFECTURE;87381905;JOB;2018.0;2018-03-27;L;De 16h à 20h;2483
BECON LES BRUYERES;87382002;JOB;2018.0;2018-03-27;L;Après 20h;716
CERGY LE HAUT;87382655;JOB;2018.0;2018-03-27;L;De 16h à 20h;729
SAINT-CLOUD;87382358;JOB;2016.0;2016-03-15;L;De 10h à 16h;669
PONT CARDINET;87381111;JOB;2016.0;2016-03-15;L;Après 20h;246
BOUGIVAL;87382440;JOB;2016.0;2016-03-15;L;Avant 6h;7
GARANCIERES LA QUEUE;87393439;JOB;2018.0;2018-10-16;N;De 10h à 16h;57
PLAISIR GRIGNON;87393421;JOB;2018.0;2018-10-16;N;De 10h à 16h;797
EPONE MEZIERES;87386763;JOB;2018.0;2018-10-16;N;De 16h à 20h;93
ORGERUS BEHOUST;87393447;JOB;2018.0;2018-10-16;N;Après 20h;6
LA VERRIERE;87393256;JOB;2018.0;2018-10-16;N;Avant 6h;91
VILLIERS NEAUPHLE PONTCHARTRAIN;87393884;Dimanche;2018.0;2018-10-14;N;De 6h à 10h;22
VERSAILLES CHANTIERS;87393009;Dimanche;2018.0;2018-10-14;N;De 6h à 10h;634
TACOIGNIERES RICHEBOURG;87393454;JOB;2018.0;2018-10-16;N;De 6h à 10h;281
VIROFLAY RIVE GAUCHE;87393215;JOB;2018.0;2018-10-16;N;De 10h à 16h;740
VILLEPREUX LES CLAYES;87393413;JOB;2018.0;2018-10-16;N;Après 20h;65
VANVES MALAKOFF;87391532;Dimanche;2018.0;2018-10-14;N;Avant 6h;2
BELLEVUE;87393116;JOB;2018.0;2018-10-16;N;De 6h à 10h;794
BELLEVUE;87393116;Samedi;2018.0;2018-10-20;N;Avant 6h;5
BELLEVUE;87393116;JOB;2018.0;2018-10-16;N;Avant 6h;8
PARIS MONTPARNASSE;87391003;Samedi;2018.0;2018-10-20;N;De 10h à 16h;6975
MAREIL SUR MAULDRE;87381715;Dimanche;2018.0;2018-10-14;N;Après 20h;7
MANTES LA JOLIE;87381509;Dimanche;2018.0;2018-10-14;N;Après 20h;20
LA VERRIERE;87393256;Dimanche;2018.0;2018-10-14;N;De 16h à 20h;477
LA VERRIERE;87393256;Dimanche;2018.0;2018-10-14;N;De 10h à 16h;706
LA VERRIERE;87393256;Dimanche;2018.0;2018-10-14;N;Avant 6h;26
HOUDAN;87393462;Dimanche;2018.0;2018-10-14;N;De 16h à 20h;367
HOUDAN;87393462;Dimanche;2018.0;2018-10-14;N;De 10h à 16h;167
LE PERRAY;87393298;Dimanche;2018.0;2018-10-14;N;Après 20h;32
SAINTE-COLOMBE SEPTVEILLES;87116178;Samedi;2015.0;2015-03-28;P;Après 20h;13
SAINTE-COLOMBE SEPTVEILLES;87116178;Samedi;2015.0;2015-03-28;P;Avant 6h;1
VERNEUIL L'ETANG;87116079;Samedi;2015.0;2015-03-28;P;De 16h à 20h;65
TRILPORT;87116491;Samedi;2015.0;2015-03-28;P;De 10h à 16h;420
TOURNAN;87116210;Samedi;2015.0;2015-03-28;P;De 16h à 20h;122
TOURNAN;87116210;Samedi;2015.0;2015-03-28;P;De 10h à 16h;263
BEYNES;87393363;Dimanche;2018.0;2018-10-14;N;De 16h à 20h;34
BEYNES;87393363;Dimanche;2018.0;2018-10-14;N;De 10h à 16h;45
TOURNAN;87116210;Samedi;2015.0;2015-03-28;P;De 6h à 10h;147
MAREUIL SUR OURCQ;87116665;Samedi;2015.0;2015-03-28;P;De 16h à 20h;17
SAINT-REMY LA VANNE;87116376;Samedi;2015.0;2015-03-28;P;Après 20h;0
MAREUIL SUR OURCQ;87116665;Samedi;2015.0;2015-03-28;P;Après 20h;2
LAGNY THORIGNY;87116319;Samedi;2015.0;2015-03-28;P;De 6h à 10h;587
SAINT-SIMEON;87116368;Samedi;2015.0;2015-03-28;P;De 10h à 16h;3
PROVINS;87116160;Samedi;2015.0;2015-03-28;P;De 10h à 16h;280
MORMANT;87116087;Samedi;2015.0;2015-03-28;P;De 10h à 16h;109
MEAUX;87116103;Samedi;2015.0;2015-03-28;P;De 16h à 20h;1932
NOGENT L'ARTAUD CHARLY;87116566;JOB;2015.0;2015-03-31;P;De 10h à 16h;81
CHATEAU THIERRY;87116582;Samedi;2015.0;2015-03-28;P;De 10h à 16h;277
CHAMPBENOIST POIGNY;87115873;Samedi;2015.0;2015-03-28;P;Avant 6h;10
VILLIERS MONTBARBIN;87116749;JOB;2015.0;2015-03-31;P;Avant 6h;2
VERNEUIL L'ETANG;87116079;JOB;2015.0;2015-03-31;P;Après 20h;8
VAIRES TORCY;87116293;JOB;2015.0;2015-03-31;P;De 16h à 20h;542
SAINT-SIMEON;87116368;JOB;2015.0;2015-03-31;P;De 10h à 16h;1
VERNEUIL L'ETANG;87116079;JOB;2015.0;2015-03-31;P;Avant 6h;42
PARIS EST;87113001;JOB;2015.0;2015-03-31;P;De 6h à 10h;2463
TOURNAN;87116210;JOB;2015.0;2015-03-31;P;Après 20h;15
JOUY SUR MORIN EUSTACHE;87430900;Samedi;2015.0;2015-03-28;P;De 6h à 10h;0
JOUY SUR MORIN EUSTACHE;87430900;Samedi;2015.0;2015-03-28;P;Après 20h;0
ISLES ARMENTIERES CONGIS;87116616;Samedi;2015.0;2015-03-28;P;Avant 6h;0
CRECY LA CHAPELLE;87116772;Samedi;2015.0;2015-03-28;P;De 16h à 20h;43
CHATEAU THIERRY;87116582;Samedi;2015.0;2015-03-28;P;De 16h à 20h;130
LA FERTE MILON;87116673;Samedi;2015.0;2015-03-28;P;De 6h à 10h;17
LA FERTE GAUCHER;87116392;Samedi;2015.0;2015-03-28;P;Après 20h;0
COULOMMIERS;87116301;Samedi;2015.0;2015-03-28;P;De 16h à 20h;265
COULOMMIERS;87116301;Samedi;2015.0;2015-03-28;P;De 6h à 10h;172
ESBLY;87116327;Samedi;2015.0;2015-03-28;P;De 6h à 10h;418
NANTEUIL SAACY;87116558;JOB;2015.0;2015-03-31;P;De 10h à 16h;150
NANTEUIL SAACY;87116558;JOB;2015.0;2015-03-31;P;Après 20h;11
NANTEUIL SAACY;87116558;JOB;2015.0;2015-03-31;P;Avant 6h;133
MORTCERF;87116244;JOB;2015.0;2015-03-31;P;Après 20h;4
MONTIGNY BEAUCHAMP;87276089;Samedi;2018.0;2018-10-13;H;De 6h à 10h;452
GROS NOYER SAINT-PRIX;87276592;Samedi;2018.0;2018-10-13;H;Avant 6h;32
MERY SUR OISE;87276667;Samedi;2018.0;2018-10-13;H;De 16h à 20h;148
MERY SUR OISE;87276667;Samedi;2018.0;2018-10-13;H;De 10h à 16h;264
PERSAN BEAUMONT;87276469;Samedi;2018.0;2018-10-13;H;Après 20h;306
PERSAN BEAUMONT;87276469;Samedi;2018.0;2018-10-13;H;Avant 6h;201
PIERRELAYE;87276097;Samedi;2018.0;2018-10-13;H;De 10h à 16h;338
CREIL;87276006;Samedi;2018.0;2018-10-13;H;De 10h à 16h;140
GROSLAY;87276360;Samedi;2018.0;2018-10-13;H;Avant 6h;32
DOMONT;87276436;Samedi;2018.0;2018-10-13;H;Avant 6h;68
SAINT-LEU D'ESSERENT;87276402;Samedi;2018.0;2018-10-13;H;De 6h à 10h;10
SAINT-LEU D'ESSERENT;87276402;Samedi;2018.0;2018-10-13;H;Après 20h;3
SAINT-OUEN L'AUMONE;87276105;Samedi;2018.0;2018-10-13;H;Avant 6h;28
SAINT-DENIS;87271015;Samedi;2018.0;2018-10-13;H;De 6h à 10h;2882
VALMONDOIS;87276535;Samedi;2018.0;2018-10-13;H;De 6h à 10h;173
PONT PETIT;87276154;Samedi;2018.0;2018-10-13;H;De 10h à 16h;34
VAUCELLES;87276626;Samedi;2018.0;2018-10-13;H;De 10h à 16h;255
SAINT-DENIS;87271015;Samedi;2018.0;2018-10-13;H;Après 20h;2881
TAVERNY;87276634;Samedi;2018.0;2018-10-13;H;Après 20h;155
SEUGY;87272039;Samedi;2018.0;2018-10-13;H;Avant 6h;0
CHAMP DE COURSES D'ENGHIEN;87276030;Samedi;2018.0;2018-10-13;H;De 10h à 16h;962
BOUFFEMONT MOISSELLES;87276485;Samedi;2018.0;2018-10-13;H;De 6h à 10h;192
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2018.0;2018-10-11;H;Avant 6h;41
VAUCELLES;87276626;JOB;2018.0;2018-10-11;H;De 16h à 20h;174
CERNAY;87276063;Samedi;2018.0;2018-10-13;H;De 16h à 20h;284
LUZARCHES;87276576;Samedi;2018.0;2018-10-13;H;Après 20h;65
