ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_13;2013-01;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_3;2013-02;Auvergne;5229;5166;63;427;91.7;11.1;Conditions météos et dérangement d'installations de sécurité.
TER_4;2013-02;Basse Normandie;3013;2991;22;185;93.8;15.2;Nombreuses difficultés de circulation et plusieurs dérangements d'installations.
TER_5;2013-02;Bourgogne;7418;7337;81;630;91.4;10.6;Un mois de février en retrait d'un point sur le mois précédent (deux journée noires les 19 et 25) mais conforte un résultat global cumulé jamais réalisé lors des six derniers exercices précédents.
TER_10;2013-02;Haute Normandie;5349;5301;48;211;96.0;24.1;
TER_12;2013-02;Limousin;3449;3406;43;219;93.6;14.6;
TER_13;2013-02;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_4;2013-03;Basse Normandie;3283;2808;475;251;91.1;10.2;Très fort épisode neigeux la semaine 11 (interruption des circulations pendant plusieurs jours).
TER_14;2013-03;Midi Pyrénées;7946;7802;144;670;91.4;10.6;
TER_16;2013-03;Pays de la Loire;9837;9484;353;520;94.5;17.2;
TER_2;2013-04;Aquitaine;8329;8236;93;967;88.3;7.5;Cinq accidents de personnes.
TER_3;2013-04;Auvergne;5202;5167;35;342;93.4;14.1;Dérangements d'installations de sécurité et défaillance technique matériel roulant.
TER_5;2013-04;Bourgogne;7492;7403;89;654;91.2;10.3;Un mois d'avril très contrasté en terme de ponctualité avec d'importantes variations : 12 journées à 94% de ponctualité ou plus et 7 journées sous les 88%.
TER_11;2013-04;Languedoc Roussillon;4776;4518;258;417;90.8;9.8;Intempéries et mouvement social.
TER_16;2013-04;Pays de la Loire;9758;9549;209;501;94.8;18.1;
TER_20;2013-04;Rhône Alpes;25660;25326;334;3016;88.1;7.4;
TER_4;2013-05;Basse Normandie;3178;3009;169;173;94.3;16.4;Nombreuses difficultés de circulation (conséquence de la mauvaise régularité IC)
TER_6;2013-05;Bretagne;7977;7910;67;323;95.9;23.5;
TER_9;2013-05;Franche Comté;5776;5742;34;417;92.7;12.8;
TER_17;2013-05;Picardie;10505;10450;55;623;94.0;15.8;
TER_3;2013-06;Auvergne;5117;5067;50;414;91.8;11.2;Dérangements d'installations de sécurité et défaillance technique matériel roulant.
TER_5;2013-06;Bourgogne;7452;6707;745;707;89.5;8.5;Mouvements sociaux (national et régional) ayant entrainé d'importantes annulations de trains
TER_7;2013-06;Centre;9496;8977;519;650;92.8;12.8;Grève nationale.
TER_8;2013-06;Champagne Ardenne;6447;6208;239;256;95.9;23.3;Mouvement social national le 13/06/2013.
TER_10;2013-06;Haute Normandie;5564;5485;79;256;95.3;20.4;Mouvement sociaux, recrudescence des causes externes
TER_12;2013-06;Limousin;4003;3716;287;237;93.6;14.7;
TER_16;2013-06;Pays de la Loire;9665;9217;448;574;93.8;15.1;73% des annulations sont liées à des mouvements sociaux.
TER_18;2013-06;Poitou Charentes;3308;3165;143;230;92.7;12.8;Mouvement social le 13/06. Importants travaux avec des limitations de vitesse, ainsi que de nombreux dérangements d'installation
TER_7;2013-07;Centre;9512;9243;269;868;90.6;9.6;Perturbation suite à l'accident de Brétigny. Fortes chaleurs.
TER_10;2013-07;Haute Normandie;6037;5988;49;328;94.5;17.3;Orages. Incidents INFRA liés à la chaleur.
TER_12;2013-07;Limousin;4032;3961;71;406;89.8;8.8;Défaut de géomérie de la voie entre Limoges et Poitiers.
TER_19;2013-07;Provence Alpes Côte d'Azur;13918;13276;642;2762;79.2;3.8;
TER_5;2013-08;Bourgogne;7234;7191;43;448;93.8;15.1;Avec 26 journées sur 31 satisfaisantes, c’est le meilleur résultat en période estivale sur les six dernières années.Très bons scores de toute l'étoile Dijonnaise. sur Laroche-Paris.
TER_16;2013-08;Pays de la Loire;9754;9663;91;583;94.0;15.6;
TER_20;2013-08;Rhône Alpes;28320;28038;282;2391;91.5;10.7;Bons résultats en régularité et réalisation de l'offre de transport.
TER_6;2013-09;Bretagne;8218;8166;52;472;94.2;16.3;Les limitations temporaires de vitesse suite à des travaux entre Brest et Rennes impactent de 1,60 point la régularité du mois.
TER_9;2013-09;Franche Comté;5416;5301;115;459;91.3;10.5;
TER_10;2013-09;Haute Normandie;5748;5598;150;217;96.1;24.8;Mouvement social.
TER_11;2013-09;Languedoc Roussillon;5024;4754;270;422;91.1;10.3;Malveillance et mouvement social.
TER_16;2013-09;Pays de la Loire;9731;9381;350;651;93.1;13.4;73% des annulations sont liées à des mouvements sociaux.
TER_19;2013-09;Provence Alpes Côte d'Azur;13024;12465;559;1745;86.0;6.1;
TER_5;2013-10;Bourgogne;8123;7991;132;916;88.5;7.7;"""Mouvements sociaux (national et régional) ayant entrainé des annulations de trains - Ponctualité en retrait dont la cause est principalement liée aux limitations de vitesse imposées par le """"phénomène feuilles mortes"""" sur les rails."
TER_9;2013-10;Franche Comté;5843;5806;37;601;89.6;8.7;
TER_10;2013-10;Haute Normandie;6010;5942;68;370;93.8;15.1;Augmentation des causes externes et difficultés matériels.
TER_16;2013-10;Pays de la Loire;10176;9893;283;1012;89.8;8.8;50% des suppressions sont des conséquences du mouvement social du 9 octobre. 33% de l'irrégularité provient de causes externes (accident entre un TGV et un poids lourd vers Sillé le Guillaume, conditions climatiques, feuilles mortes, actes de malveillance, divagations d'animaux.
TER_17;2013-10;Picardie;11373;11277;96;1205;89.3;8.4;Travaux sur le Pont du Havre. A partir de mi-octobre, adhérence dégradée avec de nombreux patinages-enrayages et une journée noire le 28 (arbres et branches sur les voies).
TER_20;2013-10;Rhône Alpes;29798;29430;368;3531;88.0;7.3;Les événements externes perturbent ce mois.
TER_3;2013-11;Auvergne;5854;5546;308;721;87.0;6.7;Conditions météos et dérangement d'installations de sécurité.
TER_4;2013-11;Basse Normandie;3098;2878;220;220;92.4;12.1;Plan automnal sur Dreux/Granville, difficultés de circulations (notament dus aux feuilles mortes) et mouvement social du 12 suite agression d'un ASCT la veille.
TER_11;2013-11;Languedoc Roussillon;4433;4270;163;576;86.5;6.4;Intempéries.
TER_14;2013-11;Midi Pyrénées;7365;7131;234;868;87.8;7.2;Causes externes, dérangements des IS et limitations de vitesse. Non respect des marches tracées.
TER_17;2013-11;Picardie;10818;10705;113;1261;88.2;7.5;Adhérence dégradée avec de nombreux patinages-enrayages et deux incidents caténaires sur la région Parisienne. Les causes extérieures et l'infrastructure représentent 55% de l'irrégularité.
TER_4;2013-12;Basse Normandie;3273;3050;223;232;92.4;12.1;Mouvement social national le 12 et intempéries les 23 et 24.
TER_10;2013-12;Haute Normandie;5899;5359;540;420;92.2;11.8;Mouvement social et plan automne.
TER_14;2013-12;Midi Pyrénées;8281;7949;332;1407;82.3;4.6;Non respect des marches tracées, causes externes, dérangement des IS et incidents matériel en ligne.
TER_15;2013-12;Nord Pas de Calais;14691;14411;280;1600;88.9;8.0;Grève nationale le 12 puis préavis locaux jusqu'à la fin de l'année.
TER_16;2013-12;Pays de la Loire;9900;9409;491;947;89.9;8.9;68% des annulations sont liées à des mouvements sociaux, 32% des trains en retard est due aux conditions climatiques, actes de malveillance et divagations d'animaux.
TER_18;2013-12;Poitou Charentes;3519;3420;99;216;93.7;14.8;Mouvement social national le 12/12.
TER_16;2014-01;Pays de la Loire;10247;10127;120;717;92.9;13.1;20% des trains irréguliers sont dus aux travaux d'amélioration du réseau ferroviaire de la région.
TER_13;2014-01;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_4;2014-02;Basse Normandie;3029;2989;20;140;95.3;20.4;Tempête Ulla en milieu de mois avec des arbres sur les voies.
TER_3;2014-02;Auvergne;5202;5152;50;283;94.5;17.2;Conditions météo, dérangements d'installations.
TER_11;2014-02;Languedoc Roussillon;4102;4081;21;314;92.3;12.0;Une météo clémente et peu de causes externes permettent d'obtenir un résultat à deux points au-dessus de l'objectif.
TER_1;2014-03;Alsace;19367;19212;155;547;97.2;34.1;
TER_4;2014-04;Basse Normandie;3155;3138;17;117;96.3;25.8;La principale cause de retard reste les correspondances avec des trains Intercités
TER_5;2014-04;Bourgogne;7653;7583;70;503;93.4;14.1;Un mois d'avril qui se caractérise par une augmentation des incidents. Les résultats restent supérieurs à ceux acquis en 2012 et 2013 à la même période.
TER_18;2014-04;Poitou Charentes;3448;3417;31;182;94.7;17.8;
TER_2;2014-05;Aquitaine;8026;7927;99;614;92.3;11.9;Intempéries (orages) principalement sur la Dordogne.
TER_14;2014-05;Midi Pyrénées;8431;8270;161;572;93.1;13.5;Malveillance et intempéries (155 circulations, dérangements sur passages à niveau et installations (116 circulation.), défaillance d'engin moteur (89 circulations, agent de conduite (50 circulations).
TER_16;2014-05;Pays de la Loire;10442;10315;127;519;95.0;18.9;
TER_19;2014-05;Provence Alpes Côte d'Azur;13947;13546;401;2056;84.8;5.6;Le mois est marqué par des mouvements sociaux
TER_13;2014-05;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_11;2014-06;Languedoc Roussillon;3661;3063;598;358;88.3;7.6;Le mouvement social impacte fortement la production de ce mois de juin.
TER_15;2014-06;Nord Pas de Calais;;;;;;;
TER_20;2014-06;Rhône Alpes;20799;18325;2474;2693;85.3;5.8;La ponctualité a été fortement impactée par le mouvement social. Des non-saisies en opérationnel durant la grève pénalisent très fortement la statistique du nombre de trains annulés.
TER_10;2014-07;Haute Normandie;5994;5888;106;345;94.1;16.1;
TER_11;2014-07;Languedoc Roussillon;5140;5036;104;564;88.8;7.9;
TER_12;2014-07;Limousin;4187;4140;47;329;92.1;11.6;
TER_14;2014-07;Midi Pyrénées;8952;8658;294;878;89.9;8.9;Malveillance et intempéries, dérangements sur passages à niveau et installations, agents de conduite et défaillance enfin moteur.
TER_13;2014-08;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_15;2014-08;Nord Pas de Calais;17612;17422;190;851;95.1;19.5;
TER_4;2014-09;Basse Normandie;3250;3207;43;165;94.9;18.4;Des travaux urgents de traitement de la végétation ont étés organisés sur l'axe Caen-Rennes. Il y a eu beaucoup de suppressions en raison d'une tension en personnel de conduite.
TER_4;2014-10;Basse Normandie;3325;3291;34;252;92.3;12.1;Ce mois est marqué par de nombreuses difficultés de circulations avec le début des patinages, et de nombreuses correspondances et espacements avec des trains Intercités. De plus nous avons subit beaucoup de difficultés matériel.
TER_11;2014-10;Languedoc Roussillon;4492;4283;209;614;85.7;6.0;
TER_12;2014-10;Limousin;4335;4306;29;274;93.6;14.7;
TER_13;2014-10;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_16;2014-10;Pays de la Loire;11639;11498;141;940;91.8;11.2;
TER_7;2014-11;Centre;8382;8313;69;709;91.5;10.7;Nombreux problèmes d'adhérence sur les lignes.
TER_13;2014-11;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_19;2014-11;Provence Alpes Côte d'Azur;12950;12179;771;3122;74.4;2.9;La production est confrontée à de fortes intempéries.
TER_20;2014-11;Rhône Alpes;27300;26846;454;3758;86.0;6.1;Mois dégradé avec pour trois principales causes : externe, infrastructure et trains des autres activités SNCF.
TER_5;2014-12;Bourgogne;8021;7924;97;661;91.7;11.0;L’objectif est presque atteint en décembre. Il s'agit de la meilleure performance enregistrée ces sept dernières années. Tous les axes affichent une progression par rapport au mois de novembre. Dijon – Nevers est encore marqué par les limitations temporaires de vitesse jusqu'au 19 décembre.
TER_8;2014-12;Champagne Ardenne;6065;5986;79;331;94.5;17.1;Quelques difficultés de production suite à des mouvements sociaux locaux.
TER_9;2014-12;Franche Comté;5716;5644;72;452;92.0;11.5;
TER_14;2015-01;Midi Pyrénées;8726;8528;198;725;91.5;10.8;"1. Intempéries, malveillance et divagation d'animaux (232 circ.)
2. ADC TER (185 Circ.)
3. Dérangements d'installations (109 Circ.)
4. Détresse matériel roulant (76 Circ.)"
TER_20;2015-01;Rhône Alpes;29933;29530;403;3271;88.9;8.0;Début d'année compliqué marquée par des évenements externes (intempéries), des pannes matériel, des événement survenus aux autres transporteurs SNCF et à l'Infrastructure.
TER_6;2013-01;Bretagne;8776;8631;145;554;93.6;14.6;Fortes chutes de neige ayant entrainé des perturbations exceptionnelles sur le Nord de la Bretagne et perturbations liées à un éboulement de terre à Morlaix (axe Rennes - Brest).
TER_8;2013-01;Champagne Ardenne;6648;6595;53;334;94.9;18.7;Conditions météorologiques dégradées du 15 au 21 janvier (froid, neige et verglas).
TER_15;2013-01;Nord Pas de Calais;19227;18890;337;2332;87.7;7.1;Vol de câble à Lille Sud.
TER_9;2013-02;Franche Comté;5241;5174;67;522;89.9;8.9;
TER_15;2013-02;Nord Pas de Calais;17478;17228;250;1040;94.0;15.6;Intempéries mi-février.
TER_20;2013-02;Rhône Alpes;28215;27910;305;3771;86.5;6.4;Météo difficile et intrusions.
TER_2;2013-03;Aquitaine;8167;8081;86;822;89.8;8.8;Coup de froid sur l'ensemble de la région lors de la semaine 11.
TER_11;2013-03;Languedoc Roussillon;4930;4548;382;567;87.5;7.0;Mouvement social et nouvel arrêt de travail spontané suite l'agression d'un agent du service commercial train.
TER_17;2013-03;Picardie;10440;10304;136;882;91.4;10.7;Fortes chutes de neige ayant entrainé des perturbations exceptionnelles (nombreuses suppressions non reprises dans les trains annulés suite au plan de transport adapté mis en place lors des intempéries du 12 au 17 mars).
TER_19;2013-03;Provence Alpes Côte d'Azur;13994;13042;952;2010;84.6;5.5;La non fiabilité dans la restitution de travaux amène l'activité à transférer sur route les premiers trains qui suivent l'heure théorique de restitution des travaux.
TER_10;2013-04;Haute Normandie;5662;5616;46;245;95.6;21.9;
TER_14;2013-04;Midi Pyrénées;8481;8378;103;576;93.1;13.5;
TER_1;2013-05;Alsace;18659;18533;126;444;97.6;40.7;
TER_14;2013-05;Midi Pyrénées;8569;8454;115;605;92.8;13.0;
TER_18;2013-05;Poitou Charentes;3292;3276;16;161;95.1;19.3;
TER_20;2013-05;Rhône Alpes;26805;26527;278;2512;90.5;9.6;Bonne performance du système de production malgré les travaux sur l'axe Lyon-Grenoble.
TER_17;2013-06;Picardie;10617;10570;47;791;92.5;12.4;
TER_5;2013-07;Bourgogne;7613;7558;55;688;90.9;10.0;Résultats ponctualité alternant le bon et le moins bon, marqués par des aléas dont le caractère est principalement externe (chute d'arbres suite vent violent. rupture câble électrique EDF sur l'axe Nord le 23 juillet.
TER_15;2013-07;Nord Pas de Calais;15550;15313;237;1013;93.4;14.1;Intempéries, orages.
TER_17;2013-07;Picardie;10623;10418;205;831;92.0;11.5;Mises en place de limitation de vitesse en raison des fortes chaleurs sur plusieurs axes et plusieurs jours. Intempéries avec de violents orages ayant entrainé de nombreux arbres et branches sur les voies.
TER_20;2013-07;Rhône Alpes;29889;29432;457;3518;88.0;7.4;
TER_1;2013-08;Alsace;15416;15283;133;418;97.3;35.6;
TER_10;2013-08;Haute Normandie;5872;5824;48;199;96.6;28.3;
TER_17;2013-08;Picardie;9862;9806;56;501;94.9;18.6;
TER_1;2013-09;Alsace;18800;18680;120;801;95.7;22.3;Travaux Vendenheim 2ème phase TGV Est
TER_3;2013-09;Auvergne;5887;5803;84;441;92.4;12.2;Défaillance technique du matériel roulant et erreur anomalie défaillance technique.
TER_18;2013-09;Poitou Charentes;3385;3273;112;237;92.8;12.8;Mouvement social le 10/09. Importants travaux avec des limitations de vitesse (raccordement LGV SEA à Villognon).
TER_20;2013-09;Rhône Alpes;28297;27961;336;2953;89.4;8.5;Résultats très corrects pour un mois de reprise.
TER_6;2013-10;Bretagne;8768;8705;63;766;91.2;10.4;Les travaux entre Brest et Landerneau et entre Quimper et Lorient impactent de 2,5 points la régularité de l'activité TER Bretagne, 1 point d'irrégularité cause intempéries/enrayage. L'incident de Sillé Le Guillaume (heurt d'un camion par un TGV) entrainent une irrégularité de 1 point (correspondances TER).
TER_8;2013-10;Champagne Ardenne;6453;6227;226;589;90.5;9.6;Mouvement social local le 5 et 6, mouvement social national le 9, collision entre un train et une camionnette à un passage à niveau le 19, agression d'un contrôleur dans un train ayant entraîné une forte perturbation des circulations le 19, incident caténaire le 22 causé par un tracteur à un passage à niveau ayant entrainé des restrictions de circulations jusqu'au 25. Deuxième quinzaine du mois : patinages et enrayages des trains suite à la chute des feuilles mortes sur les rails.
TER_15;2013-10;Nord Pas de Calais;18038;17815;223;2147;87.9;7.3;Tempête Christian le 28 avec des répercussions sur trois jours.
TER_13;2013-10;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_6;2013-11;Bretagne;8083;8014;69;713;91.1;10.2;Les travaux entre Quimper et Lorient impactent de 1,85 points la régularité de ce mois : 2 points d'irrégularité pour cause intempéries/enrayage, 1,2 point pour avarie matériel et 0,9 pour causes externes (obstacles. accident de personne).
TER_9;2013-11;Franche Comté;5475;5390;85;640;88.1;7.4;
TER_16;2013-11;Pays de la Loire;9330;9200;130;904;90.2;9.2;Mauvaise adhérence sur le rail (chute des feuilles mortes), nombreuses limitations de vitesse pour travaux (Nantes-Angers, Angers-Le Mans, Nantes-St Gilles, Le Mans-Château du Loir).
TER_13;2013-11;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_2;2013-12;Aquitaine;8802;8647;155;985;88.6;7.8;Intempéries (patinages, enrayages, givres et brouillard), défaillances du matériels (pannes et indisponibilités) et les ralentissements sont les causes principales des retards en décembre.
TER_17;2013-12;Picardie;10760;10685;75;1075;89.9;8.9;Intempéries (tempête DIRK) et mise en place d'une limitation de vitesse sur 32km entre Beauvais et Grandvilliers.
TER_15;2014-01;Nord Pas de Calais;19770;19507;263;1417;92.7;12.8;Nombreux coups de vent.
TER_12;2014-01;Limousin;4301;4240;61;299;92.9;13.2;
TER_10;2014-01;Haute Normandie;6090;6002;88;333;94.5;17.0;Agression d'un agent de conduite, tôle d'un particulier sur les caténaires, détresse d'un train de travaux, accident de personne à Maromme.
TER_8;2014-01;Champagne Ardenne;6388;6301;87;207;96.7;29.4;Droit de retrait exercé par de nombreux agents du service commercial train suite à l'agression d'un de leurs collègues en gare de Reims le 25, restrictions de circulation entre Charleville et Hirson suite à un affaissement de terrain (fontis) près de Charleville du 30 janvier à début février.
TER_4;2014-01;Basse Normandie;3318;3303;15;128;96.1;24.8;Meilleure résultats qu'en janvier 2013.
TER_2;2014-01;Aquitaine;9681;9472;209;790;91.7;11.0;Causes externe, intempéries à partir du 20 janvier, obstacles sur les voies.
TER_1;2014-01;Alsace;19598;19405;193;727;96.3;25.7;Météo particulièrement clémente pour un mois de janvier.
TER_16;2014-02;Pays de la Loire;9285;9175;110;709;92.3;11.9;Retards dûs pour 20% par les travaux d'amélioration du réseau ferroviaire de la région et pour 80% par les intempéries répétitives.
TER_14;2014-02;Midi Pyrénées;8022;7877;145;787;90.0;9.0;Dérangements à un passage à niveau (155 circulations et 1,96 point d'irrégularité), agent de conduite (144 circulations et 1,82 point), intempéries et malveillance (134 circulations et 1,69 point). défaillance d'engin moteur (107 circulations, 1,35 point).
TER_12;2014-02;Limousin;3816;3765;51;199;94.7;17.9;
TER_10;2014-02;Haute Normandie;5560;5491;69;296;94.6;17.6;Recrudescence de causes INFRA (rupture caténaires, dérangement de PN …)
TER_8;2014-02;Champagne Ardenne;5675;5633;42;216;96.2;25.1;Pas de faits majeurs ce mois ci. La circulation des trains champardennais a cependant été perturbée certains jours par des actes de malveillance, des intrusions de tiers dans les emprises ferroviaires, des panne de trains, des intempéries ou des accidents.
TER_6;2014-02;Bretagne;8025;7872;153;561;92.9;13.0;Régularité impactée en février par les conséquences de la tempête Ulla (2,2 points d'irrégularité) et les travaux entre Rennes et Redon (1,7 point). 90 trains supprimés suite aux intempéries.
TER_6;2014-03;Bretagne;8383;8337;46;209;97.5;38.9;Meilleur résultat depuis juillet 2010.
TER_15;2014-03;Nord Pas de Calais;18988;18601;387;1186;93.6;14.7;Difficulté de couverture traction du plan de transport.
TER_18;2014-03;Poitou Charentes;3473;3451;22;206;94.0;15.8;
TER_15;2014-04;Nord Pas de Calais;18991;17957;129;799;95.6;21.5;
TER_3;2014-04;Auvergne;4559;4497;62;291;93.5;14.5;Problèmes matériel, dérangements d'installations, événements extérieurs.
TER_8;2014-04;Champagne Ardenne;6069;6035;34;243;96.0;23.8;Ligne Reims-Charleville : à partir du 24/03 et jusqu'au 25/04, les trains en journée sont remplacés par des autocars suite à des travaux de modernisation des voies et ouvrages d'art.
TER_10;2014-04;Haute Normandie;5789;5745;44;263;95.4;20.8;
TER_12;2014-04;Limousin;4089;4057;32;156;96.2;25.0;
TER_4;2014-05;Basse Normandie;3104;3072;32;161;94.8;18.1;Ce mois de mai présente les résultats les plus médiocres depuis le début d'année. On compte notamment un accident de personne le 1er et la grève du 22, mais c'est une limitation temporaire de vitesse entre Coutances et St Lô pour défaut de géométrie de la voie qui entraîne le plus de retards.
TER_11;2014-05;Languedoc Roussillon;4493;4222;271;253;94.0;15.7;Le meilleur mois depuis que la régularité est mesurée et analysée en Languedoc Roussillon.
TER_17;2014-05;Picardie;10811;10763;48;605;94.4;16.8;
TER_2;2014-06;Aquitaine;6195;5781;414;630;89.1;8.2;Mouvement social du 11 au 24, travaux au nord de Bordeaux (ralentissements et correspondances), affluences voyageurs suite au festival Garorock à Marmande et orage le 29 avec la foudre sur le bâtiment de la gare de Bordeaux.
TER_7;2014-06;Centre;7752;6641;1111;577;91.3;10.5;Grève nationale du 11 au 24 juin.
TER_9;2014-06;Franche Comté;4340;4283;57;486;88.7;7.8;
TER_19;2014-06;Provence Alpes Côte d'Azur;9834;9430;404;1630;82.7;4.8;La reprise du mouvement social occasionne des problèmes de disponibilité de matériel. Le mois est marqué par des intempéries occasionnat des suppressions.
TER_1;2014-07;Alsace;16628;16370;258;549;96.6;28.8;
TER_6;2014-07;Bretagne;7520;7485;35;298;96.0;24.1;Deuxième des meilleurs résultats depuis le début de l'année.
TER_8;2014-07;Champagne Ardenne;5791;5746;45;287;95.0;19.0;Pas de faits majeurs ce mois-ci. La régularité des trains a été impactée par des défaillances du matériel, des dérangements d'installations (signaux, passages à niveau) et des aléas externes (individus sur les voies, divagation de bestiaux, actes de malveillance, conditions météo, etc...).
TER_9;2014-07;Franche Comté;5685;5629;56;465;91.7;11.1;
TER_13;2014-07;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_16;2014-07;Pays de la Loire;10970;10754;216;816;92.4;12.2;
TER_18;2014-07;Poitou Charentes;3655;3622;33;324;91.1;10.2;
TER_1;2014-08;Alsace;15834;15667;167;393;97.5;38.9;
TER_2;2014-08;Aquitaine;8424;8246;178;990;88.0;7.3;Des restrictions de circulation pour l’enquête et les vérifications des installations suite à l’accident survenu le 17 juillet 2014 à Denguin ont fortement perturbé la ponctualité des TER dans la région de Pau.
TER_11;2014-08;Languedoc Roussillon;4955;4874;81;598;87.7;7.2;
TER_12;2014-08;Limousin;3991;3964;27;202;94.9;18.6;
TER_18;2014-08;Poitou Charentes;3541;3525;16;242;93.1;13.6;
TER_19;2014-08;Provence Alpes Côte d'Azur;14404;13842;562;2228;83.9;5.2;
TER_9;2014-09;Franche Comté;5681;5662;19;466;91.8;11.2;
TER_11;2014-09;Languedoc Roussillon;4715;4524;191;691;84.7;5.5;
TER_12;2014-09;Limousin;4116;4079;37;284;93.0;13.4;
TER_14;2014-09;Midi Pyrénées;8709;8590;119;670;92.2;11.8;Dérangements aux passages à niveau et installations, divagations d'animaux, intempéries et problèmes dans la prise en charge en gare.
TER_16;2014-09;Pays de la Loire;11013;10822;191;695;93.6;14.6;
TER_1;2014-10;Alsace;20186;19950;236;905;95.5;21.0;Deux droits d'alerte suite à l'agression de contrôleurs.
TER_3;2014-10;Auvergne;6150;6026;124;372;93.8;15.2;Problèmes matériel, conséquences travaux, événements extérieurs.
TER_10;2014-10;Haute Normandie;6124;6069;55;454;92.5;12.4;
TER_14;2014-10;Midi Pyrénées;8541;8340;201;828;90.1;9.1;Divagation d'animaux et intempéries (186 circulations), dérangements d'installations et de passages à niveau (131 circulations), défaillance matériel (102 circulations), agent de conduite (82 circulations).
TER_20;2014-10;Rhône Alpes;30531;30064;467;3580;88.1;7.4;Un mois difficile marqué par les événements externes, des problèmes d'infrastructure et les autres transporteurs.
TER_6;2014-11;Bretagne;7146;7087;59;517;92.7;12.7;Un mois de novembre fortement perturbé par les travaux sur la ligne Rennes-Messac.
TER_14;2014-11;Midi Pyrénées;7946;7709;237;975;87.4;6.9;
TER_17;2014-11;Picardie;9879;9807;72;953;90.3;9.3;Intempéries et plusieurs limitations temporaires de vitesse.
TER_4;2014-12;Basse Normandie;3126;3079;47;232;92.5;12.3;Les mauvais résultats du mois sont dûs à de nombreuses difficultés de gestion du parc matériel (beaucoup d'absences matériel), à des dérangements d'installations ferroviaire et à des espacements et correspondances avec des Intercités. De plus, le début de mois a été marqué par le mouvement social national des 5 et 6 décembre.
TER_6;2014-12;Bretagne;8116;8034;82;580;92.8;12.9;Un mois de décembre fortement perturbé par les travaux sur la ligne Rennes-Messac
TER_14;2014-12;Midi Pyrénées;7731;7270;461;916;87.4;6.9;
TER_19;2014-12;Provence Alpes Côte d'Azur;13478;12367;1111;2691;78.2;3.6;Problèmes de fiabilité et de de disponibilité du parc matériel, remise en marche difficile du plan de transport après les grèves des conducteurs de trains et des contrôleurs, incidents sur les infrastructures et incidents externes.
